Spørsmål;Svar;linker
  sykmelding ; syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV.Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://www.nav.no/soknader
Reise utlegg;Du reiser utleggskrav . Hvis beskrivelsen ikommentarfeltet, kan du laste opp eget vedlegg med beskrivelse av reisetidspunkt,reiserute og formål med reisene.;
  Registrer fraværssøknad   sykefravær;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .   legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
  Registrer fraværssøknad;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .   legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
Hva prosedyren rapportere fravær?;Si lederen din borte jobben egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;
Hvordan melder fravær?;Si lederen din borte jobben egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;
Hvordan varsler fravær organisasjonen?;Si lederen din borte jobben egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;
Hvem kontakte melde mitt fravær?;Si lederen din borte jobben egen, barns eller barnepassers sykdom, skal dusamme dag sørge for at din nærmeste leder får beskjed om fraværet. Gi samtidig en antydning om hvor lenge du kommer til å være borte. Beskjeden kan gis per. telefon, SMS eller e-post. Vurder om du bør varsle andre som påvirkes av ditt fravær, for eksempel nære medarbeidere eller noen du skulle vært i møte med.;
spesifikke skjemaer systemer registrere sykefraværssøknader?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
spesifikke skjemaer systemer registrere sykefraværssøknader?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
melde sykefravær søke registrering?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
krav retningslinjer korrekt registrering sykefraværssøknader?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
sykefraværssøknader registrering?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
krav retningslinjer korrekt registrering sykefraværssøknader?;Registrer fraværssøknad   sykefravær   DFØ-appen   SAP selvbetjeningsportalen   anledning helst innen tre dager . Merk : ansatte Husbanken plikter registrere fraværssøknad DFØ-appen   SAPselvbetjeningsportalen . Sykmelding registreres HR-service . fravær skyldes barns barnepassers sykdom registreres fraværssøknad DFØ-appen   SAP-selvbetjeningsportalen   fraværskode Sykt barn / barnep sykdom .    legge kommentarer egenmeldingen, for eksempel hvis du mener sykefraværet har sammenheng med arbeidssituasjonen din.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
"
 hva syke melding;Om duer   syk utover egenmeldingsdagene", må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV. Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
Hvilke trinn bør følge sykemeldt?;Om duer   syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV. Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
Hvem kontakte sykmeldt?;Om duer   syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV. Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
spesifikke skjemaer prosedyrer melde sykemelding?;Om duer   syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV. Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
krav dokumentasjon kreves sykemelding?;Om duer   syk utover egenmeldingsdagene, må du levere sykmelding. Sykmelding utstedes digitalt av din lege om du blir sykmeldt av en lege i utlandet, må du i tillegg til sykmeldingen levere egenerklæring for utenlandske sykmeldinger - NAV 08-09.06 slik at Husbanken kan søke refusjon av sykepenger fra NAV. Når du blir sykmeldt, får du en sms eller e-post fra NAV om at det ligger en melding til deg på nav.no. Klikk på lenken i meldingen, logg inn og send sykmeldingen digitalt til Husbanken fra nav.no. Når sykmeldingsperioden er over får du en ny melding fra NAV om at du må du søke om sykepenger. Klikk på lenken i meldingen, logg inn og send søknaden om sykepenger digitalt. I visse tilfeller mottar du mer enn én søknad, for eksempel hvis tidsrommet for sykmeldingen er lenger enn to uker. Da skal du fylle inn hver søknad og sende til arbeidsgiver fortløpende. Husbanken utbetaler lønn til deg i sykeperioden, men for at Husbanken skal få refundert sykepengene fra NAV, må du sende søknaden om sykepenger. Søknaden sendes direkte til NAV. MERK: Du skal ikke registrere sykmeldingen selv i DFØ-appen eller i SAPselvbetjeningsportalen. HR-service registrerer den.;https://dfo.no/kundesider/tid-og-fravaer#a1c629182cd4b0d7584ce7fb3cca7da69
Oppfølging;Ofte mulig delvis arbeid - tross sykdom - hvis arbeidet tilrettelagt . Jo, jo større er sjansen for å komme raskt tilbake til arbeid. Dette krever at alle involverte parter jobber godt sammen. Ved 100 % sykmelding må arbeidsgiver og arbeidstaker inngå en skriftlig avtale om dette og det må meldes fra til nav i forkant.;
Hva betydningen tilrettelegge arbeidet delvis sykmeldt?;Ofte mulig delvis arbeid - tross sykdom - hvis arbeidet tilrettelagt . Jo, jo større er sjansen for å komme raskt tilbake til arbeid. Dette krever at alle involverte parter jobber godt sammen. Ved 100 % sykmelding må arbeidsgiver og arbeidstaker inngå en skriftlig avtale om dette og det må meldes fra til nav i forkant.;
Hvordan påvirker tidlig tilrettelegging sjansene rask retur arbeid sykdom?;Ofte mulig delvis arbeid - tross sykdom - hvis arbeidet tilrettelagt . Jo, jo større er sjansen for å komme raskt tilbake til arbeid. Dette krever at alle involverte parter jobber godt sammen. Ved 100 % sykmelding må arbeidsgiver og arbeidstaker inngå en skriftlig avtale om dette og det må meldes fra til nav i forkant.;
